"id","marital","timeWwa","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","moviefreq","bookfreq","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","cluster","can1","can2","ent_total","ent_avg","ent_wgh","ent_max","ent_min","places","fullent","connections","netcomm"
127,"relationship",26,"<=highschool+tech","human/lang","no_fl_edu","job","high","high","high",1,3,"no_car","apartment","family","no_tv","no_tablet","sometimes","sometimes","often","not_everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",2,3,"hundreds","tens","few",27,"low:phys/sale/serv/assoc_pro","low",4,9,11,4.5,4,3.83333333333333,1.5,4.56426773929499,5.74702274184284,5.46937627472868,4.52282519384121,3.17312248195718,4.89364237448054,4.5822934647986,2.03673336147159,5.31382915611433,4.60415064481701,5.06138803079989,2.05180431113149,4.09735126931143,3.60264293040974,4.15857187561158,5.41242428334311,4.33231347483024,4.17060596167745,3.12530223920233,2.87412001675606,5.35546937889292,5.4088614282234,5.22323294008357,2.41470987924431,"Studenci",3.78537761918708,5.90412027649967,12.0774953805886,0.670971965588257,1.01597684772086,1.58496250072116,0,18,1.45690075203141,105,"Main"
128,"relationship",10,"<=highschool+tech","no_uni_edu","fl_edu","job","<=med","<=med","<=med",0,5,"1car+","other","own","tv","tablet","often","often","often","everyday","regularly","regularly","regularly","regularly","regularly","regularly","regularly",5,5,"thousands","hundreds","tens+",24,"no_job","low",13,0,0,1.5,1,1,1,6.50798020016575,6.51128961172599,6.4158385562112,4.49910173872372,5.74380152805871,6.97679122521531,6.50740253910758,6.28873873991444,6.56352668179016,6.34181836095544,6.14361393928405,5.62134900611223,7,4.10521155779609,4.31685272682849,5.7264440266267,4.69808733654055,6.90224349870859,7,5.72644685289703,6.32156570589813,6.7655607306875,2.22854031554093,6.16328303941244,"Wolne_Zawody",1,6.50351208395565,3.41379956460568,0.85344989115142,1.0637156555291,1.41379956460568,0,4,1.43875868091501,19,"None"
129,"single",1,"BA","law/biz/menag","fl_edu","job","<=med","high","<=med",1,4,"no_car","apartment","own","tv","no_tablet","sometimes","sometimes","rarely","everyday","regularly","never","sometimes","sometimes","regularly","regularly","rarely",2,1,"tens","tens","zero",26,"low:phys/sale/serv/assoc_pro","low",1,14,13,3.125,1,3.16666666666667,3,3.60526264705472,5.90520935223031,6.29428430666843,4.84146039993029,4.8793662912929,4.00452553238711,3.76585074526757,4.73099963903069,3.68472601807529,4.07972970123634,4.40725806079916,4.92320723922309,3.06512485982537,5.02199403292716,4.20158074917548,2.82915012765447,3.29508609910524,5.70480779902405,5.73516435171083,2.41573746826482,5.31935740636392,4.03895064885861,3.95585733846046,3.67004949890983,"Wolne_Zawody",3.77825949035865,3.91930719834768,11.6045245164389,0.892655732033764,0.996596183406601,1.5,0,13,1.38414065289651,81,"None"
130,"relationship",10,"BA","soc/beh","fl_edu","job","<=med","<=med","high",3,4,"no_car","apartment","own","tv","tablet","often","rarely","rarely","everyday","regularly","rarely","regularly","rarely","sometimes","sometimes","regularly",1,1,"hundreds","tens","few",27,"high:mng/pro/self","mid/high",1,15,10,2.625,1,4.83333333333333,3.66666666666667,5.58458751489315,4.19648702108907,5.91512889404447,4.15463052768732,3.44697952572087,4.41846488106285,5.03045781168848,5.55122799176538,4.76169282547996,4.33465621550611,4.78725640399133,5.20292002610567,3.44379368715967,5.21735868756057,3.36126784885878,3.16744997217789,4.46885285289285,5.99295376286104,5.13140308756724,3.2337953130444,2.47871187982302,4.02256007012312,5.41679356066198,5.61654936139313,"Wolne_Zawody",4.40295539850746,3.69128888263327,7.02361976293282,0.540278443302525,0.972651472452385,1.49669176167996,0,13,1.49749241409298,95,"Main"
131,"relationship",7,"MA+","STEM/med","no_fl_edu","job","high","high","<=med",9,5,"1car+","apartment","own","tv","tablet","often","rarely","often","everyday","regularly","never","regularly","rarely","sometimes","regularly","regularly",1,1,"tens","few","few",26,"high:mng/pro/self","mid/high",2,11,10,3.875,1.5,4.5,3.33333333333333,4.95301421254796,5.17913918132046,5.24936823144664,4.70290864265341,1.86640504353806,5.12481767441135,5.28066575458914,4.49683306564849,4.42169059976959,3.9871257253277,3.08783895683624,3.01141894087186,4.4226459976776,2.8902076067901,1.63594634219413,5.6689463913271,3.88276070469784,3.89337345326594,5.3350289770902,1.56593141140745,3.99284951403595,4.09357297713471,6.33819642318611,6.92792470096533,"Studenci",5.7863051962272,5.00524971189469,7.72102473962739,0.857891637736376,1.12089376581384,1.45914791702724,0,9,1.35344850461165,45,"None"
132,"single",2,"BA","law/biz/menag","no_fl_edu","job","high","high","high",3,4,"no_car","apartment","rent","no_tv","no_tablet","often","sometimes","often","everyday","rarely","rarely","sometimes","sometimes","regularly","regularly","regularly",3,1,"hundreds","tens","few",23,"high:mng/pro/self","mid/high",2,15,16,3.5,2,3.33333333333333,4.16666666666667,5.27369214905016,5.5882955548568,6.01162856231939,5.07979284571891,3.26040759471448,4.32823747476778,3.69261866101463,2.71612594367669,3.89719333061337,4.73184382465979,4.54605214030179,1.64343123005966,4.57452785536145,6.13277961965736,2.57047002918741,5.69256367882096,6.54098572131296,6.23598148067446,5.23360982726303,4.03972643182722,3.74792357230336,5.54580695211159,6.46626505686198,3.73683427954409,"Wolne_Zawody",3.62051809026076,4.47148972326282,3.40875928118522,1.13625309372841,1.17790251065795,1.34585198933826,0.811278124459133,3,1.32160430069495,34,"None"
133,"relationship",18,"<=highschool+tech","soc/beh","fl_edu","flexible","high","<=med","high",7,4,"1car+","apartment","rent","tv","no_tablet","rarely","often","rarely","everyday","regularly","rarely","regularly","sometimes","sometimes","never","never",1,1,"thousands","hundreds","tens+",27,"high:mng/pro/self","mid/high",6,16,14,4.125,1.5,4.66666666666667,3.5,2.43904669651934,1.59366714096334,3.63244447897717,1.84656125702525,1.49439039336728,4.26473643719254,6.55349954594783,4.54385347486614,5.24838188406917,5.53689754504386,4.10471550012304,5.9483536608652,1.2395333850912,4.57413837562573,2.8912155098841,3.69979263943135,4.75283488874791,5.0681223221703,2.48322456180791,5.49426705198812,3.90406075482781,5.15191742663541,5.68271603494207,4.41034247584109,"Kulturalnie_wycofani",4.57945422636862,2.76045863191865,4.87165770339501,0.974331540679003,1.1980238141327,1.57457837585435,0,5,1.58211413544444,38,"None"
134,"relationship",24,"BA","law/biz/menag","fl_edu","job","high","high","don't_know",3,3,"no_car","apartment","own","tv","no_tablet","sometimes","often","often","everyday","regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly",5,5,"hundreds","tens","tens+",24,"high:mng/pro/self","mid/high",1,6,11,4.25,2,4.5,3,2.87806187047291,5.20157461924785,6.06280951861951,4.65064722156653,3.6777864133629,5.19606520533934,2.85222651140067,4.69549676504683,5.40550359547635,3.97060563336368,4.84352842491636,4.16070002076222,4.74227698118546,4.87284612968119,3.85678927948728,3.87574369736079,5.00481798231053,4.59352101838399,4.09756564083222,5.02462208378195,2.93187441125673,5.69722259615173,5.48310033652334,5.28073833377599,"Wolne_Zawody",3.52725671722116,3.94810391445872,5.62902301492516,0.804146144989308,1.09184943937621,1.49669176167996,0,7,1.47361661703348,84,"Main"
135,"relationship",5,"<=highschool+tech","law/biz/menag","fl_edu","no_job","high","high","high",2,4,"1car+","apartment","rent","tv","tablet","sometimes","often","rarely","everyday","regularly","never","regularly","rarely","rarely","regularly","rarely",1,1,"tens","few","few",24,"no_job","mid/high",4,6,5,3.375,1.5,3.66666666666667,3.33333333333333,4.18027314878491,3.15980520265244,5.99259296837202,3.99040647163989,3.32947442897029,6.2789630675109,3.4763512967601,4.6134179915005,5.43577968546926,4.24303394641554,3.55575807637898,4.70141892311446,4.02027558579204,4.65899323609174,3.36538441443404,5.00035123389772,5.33695484682817,5.10356484044905,4.36509996232242,3.65911408362779,3.89794553999178,3.95054034313493,2.93607197441629,6.07768021676044,"Wolne_Zawody",4.16694433303276,4.05762516040373,8.15442908475767,1.35907151412628,1.41686711895695,1.58322627406798,0.863120568566631,6,1.52591533394643,137,"Main"
136,"single",25,"<=highschool+tech","STEM/med","fl_edu","job","high","high","<=med",2,3,"1car+","apartment","rent","no_tv","no_tablet","sometimes","often","sometimes","everyday","regularly","rarely","sometimes","sometimes","regularly","regularly","rarely",2,1,"hundreds","hundreds","few",25,"low:phys/sale/serv/assoc_pro","mid/high",1,10,9,3.875,1.5,3,3.33333333333333,1.14148871386863,5.88556925870919,5.19360212658983,2.44191518366977,2.45310235944337,3.47766066061064,4.31830313205772,5.68196198735917,4.77571936352414,5.21975266336797,5.1843044881539,5.45850782866698,3.36821907675925,5.86184314655283,4.59416069371866,5.18459347579427,5.57242781490087,5.0081429941293,5.35899375017659,2.83849134990244,2.81105358865696,5.78195465892009,5.27473470949542,3.02097193046078,"Wolne_Zawody",3.0803621734891,4.10596559274227,11.7297930530405,1.06634482300368,1.19052932591734,1.58496250072116,0,11,1.49918183629691,125,"Main"
137,"single",3,"<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",1,4,"1car+","apartment","rent","no_tv","no_tablet","sometimes","often","often","everyday","regularly","regularly","regularly","sometimes","sometimes","sometimes","never",1,1,"hundreds","hundreds","tens+",22,"high:mng/pro/self","low",2,16,13,4.25,2.5,3.33333333333333,3.66666666666667,3.00419081056289,1.23691177424363,6.59388011097416,1,1.50051710682011,5.68401763836026,1,3.17562871279151,6.28361649996579,3.47199233250892,1,4.21709753230903,2.90849072081221,6.48489441491895,1.3623815181265,1,5.07912317650632,5.91418216362396,5.12845329852766,3.03766773353672,1.83063950813581,5.77744173569651,4.76779650538981,2.84317756405824,"Kulturalnie_wycofani",4.08232173205545,1.72495327381062,13.6174500185693,0.801026471680548,1.01306145715577,1.57662122010749,0,17,1.5346828653549,69,"None"
138,"relationship",28,"<=highschool+tech","human/lang","fl_edu","flexible","high","high","high",2,3,"no_car","apartment","rent","tv","no_tablet","often","often","sometimes","everyday","rarely","rarely","regularly","sometimes","sometimes","regularly","rarely",4,4,"thousands","hundreds","tens+",28,"high:mng/pro/self","mid/high",3,11,13,4.125,1.5,3.33333333333333,3,2.67810837146492,5.21515140933568,5.91763885224856,3.05475858730416,4.22885999394095,4.38879026457605,3.66222571162774,6.31929928126982,6.04830776078248,2.65237564273228,4.48321167960507,4.77905941156098,4.72504331395777,4.6932474980879,3.35227483956312,5.07915979567185,3.21467006262602,4.7515698325704,6.77770784762242,2.57573647267366,5.66875588164015,6.12048853800195,5.30883191945333,3.14796274244994,"Wolne_Zawody",2.2988450629315,3.72493137451622,9.9055079021632,0.707536278725943,0.921296719431195,1.49669176167996,0,14,1.46868819050997,90,"Main"
139,"relationship",25,"<=highschool+tech","soc/beh","fl_edu","job","<=med","high","high",1,2,"no_car","apartment","family","tv","tablet","sometimes","rarely","sometimes","everyday","regularly","never","sometimes","rarely","sometimes","regularly","never",2,2,"thousands","hundreds","few",24,"low:phys/sale/serv/assoc_pro","low",0,10,6,3.125,2,2.33333333333333,3,3.27525543787798,4.07586191274597,5.29094088598325,4.05648413743847,3.7740824356591,4.86748809872185,3.54545965035956,3.94302015730382,5.61487770405388,4.21797559606657,3.21657385770304,5.20107813371463,4.77104404220901,3.77502663150772,3.15801573570033,5.43904977994917,3.78034276200104,4.92234828296228,5.99281001697731,3.69961427181148,4.47134857723391,4.05385171529384,4.01391061623428,3.91983353626461,"Wolne_Zawody",3.55321782954092,3.96580865206709,0,0,0,0,0,4,0,6,"None"
140,"single",21,"<=highschool+tech","soc/beh","fl_edu","no_job","<=med","high","high",0,5,"1car+","apartment","own","tv","no_tablet","sometimes","often","rarely","everyday","regularly","never","sometimes","rarely","rarely","regularly","regularly",1,1,"hundreds","hundreds","few",22,"no_job","low",3,10,7,2.5,1.5,2.16666666666667,3.66666666666667,4.91098146962868,5.11322022226568,6.74914691570658,4.04191687324023,4.67751127977223,5.0810463246812,5.22563002068171,4.93611968332567,4.1352636109566,5.72016912935474,4.48068304539667,5.70386463707001,2.9261296313452,5.28357893569798,1.35466212716237,1.42277136838076,4.96500762430589,6.06130074650052,4.68232572084398,3.50440121702034,3.49556654533895,4.22278140651286,2.30965241959646,5.22804584840046,"Wolne_Zawody",3.99045289568806,4.52845771738739,NA,NA,NA,NA,NA,0,NA,0,"None"
141,"relationship",3,"<=highschool+tech","human/lang","fl_edu","no_job","high","high","high",1,3,"no_car","apartment","rent","no_tv","no_tablet","often","often","sometimes","everyday","rarely","never","sometimes","sometimes","sometimes","never","never",1,1,"hundreds","hundreds","few",25,"no_job","low",5,13,11,2.375,1.5,2,3.16666666666667,4.85608766296203,3.5856633024312,5.11354746805737,4.19729559779956,2.26987940164467,3.93489324779872,3.99057336280608,5.99671969329174,3.84450051343955,3.02807999514145,3.42147097602687,3.9925725184214,4.50403556558606,4.40003365800132,2.29295124325665,5.85675104404399,3.2004993867385,5.68005055687193,5.1204841524414,5.17878267484946,4.78597384999897,4.09006422361709,2.4048114963254,2.5090289024708,"Kulturalnie_wycofani",4.05329740241354,2.45718167614343,5.4772874273988,1.09545748547976,1.25611747733706,1.49669176167996,0.811278124459133,5,1.50410627250261,80,"Main"
142,"single",3,"MA+","law/biz/menag","no_fl_edu","job","high","high","<=med",1,3,"1car+","apartment","rent","tv","tablet","often","rarely","sometimes","everyday","regularly","never","sometimes","rarely","sometimes","sometimes","regularly",5,5,"tens","hundreds","few",18,"high:mng/pro/self","low",0,13,15,3.5,2.5,3.33333333333333,2.5,6.42366295595286,4.30248701556434,5.54736994112336,5.54880672550933,4.47139970647012,4.96523956905415,5.04193820188297,3.45977260129943,4.21202466448282,4.91960709498894,4.66119736340132,2.51184183012616,4.95400365203691,5.01603953418711,4.60429309249081,4.6244746619745,5.53956919535093,5.63827293371887,3.79249514847859,3.50727173865888,5.82578980694241,3.98645250820276,5.2974016582786,5.75037366191939,"Studenci",4.15300348982344,5.70468001378069,9.19335886393065,1.14916985799133,1.27704461216186,1.52192809488736,0,8,1.50399146499785,77,"None"
143,"single",24,"MA+","soc/beh","no_fl_edu","job","high","high","high",5,4,"1car+","apartment","own","tv","tablet","rarely","often","often","everyday","regularly","rarely","regularly","sometimes","sometimes","rarely","never",1,1,"hundreds","tens","few",24,"high:mng/pro/self","mid/high",2,14,5,3.75,2,3.83333333333333,2.66666666666667,3.45414100264364,5.21720429534667,5.46065158360958,5.06693196758407,1.43352637853545,3.39098438396253,3.79394727751964,1.70075682685024,5.73917418908462,3.0917138858854,3.89623454676396,2.17705338477404,5.0052607141059,4.9988143162603,2.26089945391266,6.61500559582417,3.88357001112308,3.13365804217304,4.4154693524966,3.51576029819688,5.73967941496648,5.27547565006422,6.31230676872706,6.6795175420186,"Studenci",5.57420964901317,4.74698040656261,8.43317740631798,1.204739629474,1.24897890268737,1.55665670746282,0.650022421648354,7,1.48547529722733,39,"None"
144,"single",23,"<=highschool+tech","human/lang","fl_edu","flexible","high","high","high",2,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","rarely","everyday","regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly",4,3,"thousands","few","few",23,"low:phys/sale/serv/assoc_pro","mid/high",3,7,8,3.75,1.5,4.16666666666667,3.83333333333333,3.91831476803182,4.59122771733983,4.27619635947401,3.12457130028839,3.57490105632136,4.57654152509596,3.47278808080683,5.51131579153036,4.26116074755175,3.90107971469533,4.44043094139649,4.88844054263557,4.13919740503192,3.75536851017436,3.58235445386261,2.39043308454843,4.73502177108012,5.05717949268332,5.35948540845961,4.39974751601301,4.30169783772382,5.33802319999154,4.81054371445724,1.09259375866158,"Wolne_Zawody",3.10164973580281,3.12295858867882,12.9513238734215,0.719517992967863,1.06865470487421,1.46553604083261,0,18,1.46192246223103,144,"None"
146,"single",24,"BA","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med",0,5,"1car+","apartment","family","tv","no_tablet","sometimes","rarely","rarely","everyday","rarely","never","sometimes","sometimes","rarely","rarely","rarely",2,1,"hundreds","hundreds","few",24,"no_job","low",1,12,10,4.75,2,3,2,3.14457271985724,3.53048541838708,5.44382500103834,4.39459220914527,3.64987269948726,3.25706337530377,3.79683062721976,5.23909548140647,3.42500719143395,4.09625967941141,4.67126361471031,5.82618688806602,2.95590312410598,5.40095345408899,1.99707104037054,2.81558031836763,5.9264092238973,4.68170601881397,4.84491505811464,5.08833257948165,3.92218786106384,2.82907143951076,1.9790189636323,5.2248320416552,"Kulturalnie_wycofani",5.27914944489352,2.94757942712353,6.23954345972002,0.891363351388574,1.12528926057704,1.57662122010749,0,7,1.53418899054646,25,"None"
147,"single",19,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","<=med",3,5,"1car+","other","own","tv","tablet","often","often","sometimes","everyday","regularly","regularly","regularly","rarely","sometimes","rarely","rarely",2,1,"hundreds","hundreds","tens+",19,"no_job","mid/high",6,3,7,2.875,1.5,3.16666666666667,3,2.11539369448606,4.05336651810758,4.34668761587685,3.28593878411348,2.84412082737023,5.7556609281292,1.94861850759951,3.65242884984899,5.83702574366703,2.87385601440326,2.2917312418748,3.96409506511173,3.50415078755001,5.11061149406506,3.75714705876809,4.68181751941811,4.93093739258615,5.17590881051976,1.73501833322879,5.93882125513592,3.07986531438066,5.82357537890205,2.33083653721805,6.45388979526021,"Kulturalnie_wycofani",4.2402168147439,2.4842305698532,2.58322627406798,0.430537712344664,0.924530702115574,1.58322627406798,0,6,1.57881499996748,30,"None"
148,"single",3,"BA","human/lang","fl_edu","job","high","high","high",1,4,"1car+","apartment","family","tv","no_tablet","sometimes","often","sometimes","everyday","regularly","rarely","regularly","sometimes","rarely","sometimes","rarely",1,1,"hundreds","tens","few",22,"high:mng/pro/self","low",3,7,11,3,1.5,3.16666666666667,2.5,3.36820324292392,5.27182783301549,5.46270510290389,5.15400127656648,2.43366781195289,4.85263954963774,4.14889547746482,3.66995272094935,5.56194381577292,2.06763915505829,4.76915927270406,4.43724153486813,4.03629924998382,5.88785147002148,1.83955033719779,5.09868934447404,4.6003140155458,4.59581948579279,1.92358285933671,3.76814266371744,4.56819673422452,5.35518726557764,4.49503815635308,4.51923435472342,"Wolne_Zawody",3.65046248827982,3.80856384945154,11.9122764709869,1.08293422463518,1.25975926705326,1.57457837585435,0,11,1.55407050273011,87,"None"
149,"relationship",4,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",2,4,"no_car","apartment","rent","no_tv","no_tablet","rarely","often","sometimes","everyday","regularly","never","sometimes","sometimes","sometimes","rarely","regularly",3,4,"tens","tens","zero",23,"low:phys/sale/serv/assoc_pro","mid/high",1,14,11,2.25,1,3.33333333333333,4.33333333333333,3.60677823998991,3.6206455269136,6.91245482936563,2.05889767064203,3.69679391684247,5.93110231735229,4.21272178049576,5.73784619737999,5.60269325027169,3.74971545590197,5.00876237924552,4.39228321779814,4.0483140559864,5.68924881502847,2.70242548659984,2.38307183053348,3.98448842282217,5.94954928882064,3.44725591237699,3.50785396915007,5.03932542308546,4.39127401676526,5.24053740622175,1.68007701866248,"Wolne_Zawody",2.95783080844388,3.78458788273536,6.30813986942879,0.788517483678598,0.883899908408857,1.58496250072116,0,8,1.309296668237,43,"None"
150,"single",12,"<=highschool+tech","human/lang","fl_edu","no_job","high","high","high",0,4,"no_car","other","family","tv","no_tablet","sometimes","often","rarely","everyday","regularly","never","sometimes","sometimes","sometimes","never","never",1,1,"hundreds","tens","tens+",20,"no_job","low",1,7,9,1.25,1,2.83333333333333,2.83333333333333,2.09796384217894,4.17381599208288,3.16164032045893,3.67772983450647,2.99381347129991,4.53702467311163,3.10960986131704,4.31613680928576,5.31655059332103,2.48323650923286,5.03990538006059,4.74242205707506,3.50756802867525,5.07668130622451,4.21305076171258,4.11292938085584,4.12517082137074,4.84595589488248,3.15147446666808,5.10549820077081,4.78715396642986,4.40952763123213,1.30254965735076,3.76911256734569,"Kulturalnie_wycofani",4.56132514106886,2.58324326996679,3.06005367308168,0.765013418270421,1.208188973375,1.57457837585435,0,4,1.57887205701837,40,"None"
151,"relationship",22,"<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","high",2,5,"1car+","apartment","own","tv","tablet","sometimes","sometimes","rarely","everyday","regularly","regularly","sometimes","sometimes","sometimes","rarely","regularly",4,5,"hundreds","hundreds","tens+",21,"no_job","mid/high",0,16,11,2.5,1.5,2.66666666666667,4.33333333333333,3.41680403298232,3.78238905720141,6.69234015360908,1.70716984697586,3.08336438430621,4.13189609105945,4.04539243635324,3.6636523458141,4.3952090464761,3.67771315953028,4.26542246148729,4.90454691620207,3.4576993601807,3.46395835818522,4.68988795822325,1.4210053651321,2.87531011120745,4.87420757199199,3.95067000258403,3.75316732352983,2.09322115559589,5.63657590588655,2.89555426395931,6.57515423714391,"Kulturalnie_wycofani",5.39627755154811,3.41758712355082,2.42435185978431,0.606087964946076,1.02961077020357,1.42435185978431,0,4,1.43120182495414,42,"None"
152,"single",3,"<=highschool+tech","STEM/med","fl_edu","no_job","<=med","<=med","high",0,3,"no_car","other","rent","tv","no_tablet","sometimes","sometimes","rarely","everyday","regularly","regularly","sometimes","sometimes","sometimes","sometimes","rarely",3,3,"hundreds","tens","tens+",19,"no_job","low",0,6,2,3.25,2,2.33333333333333,2.66666666666667,3.52020735649723,4.95091685647282,4.2757511191822,3.38132163105278,5.20524902383338,4.0762957570559,4.92340181068358,4.22298190397098,5.72727854877341,4.48411460386646,3.4886574844921,6.01931851367928,4.49115562815421,3.97127968286993,4.7210151953346,4.11643631853732,4.35180332645571,4.66608399831296,3.94438305386641,4.89162377901534,3.21277209845031,5.00099479448935,1.49922194012469,3.64614210820894,"Wolne_Zawody",3.73312952423505,4.28047858849969,2.40563906222957,1.20281953111478,1.27042604148638,1.40563906222957,1,2,1.53049305675748,8,"None"
153,"relationship",24,"BA","STEM/med","fl_edu","no_job","<=med","high","<=med",0,3,"no_car","other","family","tv","no_tablet","often","rarely","sometimes","not_everyday","rarely","never","regularly","rarely","sometimes","rarely","never",2,2,"hundreds","tens","few",24,"no_job","low",2,8,7,3.625,3,2.66666666666667,2.33333333333333,4.40428890307138,4.04231303558739,5.80926583524766,4.53007094445521,2.83307848630389,5.21226159028212,5.32492168469709,6.07660918788624,3.76955172305021,4.85151159616565,4.53596599604401,5.7340924787331,5.45175671684413,4.66462177737692,3.77108943643686,5.03840846469663,6.16908922814755,4.76672297850658,3.41736354539849,5.69467387908404,5.55378238420085,2.73702610550516,1.53968237546438,4.36733371182901,"Wolne_Zawody",4.08429914026489,4.77747718040179,1.52192809488736,0.380482023721841,0.649940889166966,1.52192809488736,0,4,1.52192809488736,4,"None"
154,"relationship",20,"<=highschool+tech","STEM/med","fl_edu","flexible","high","high","high",1,4,"no_car","other","family","no_tv","no_tablet","sometimes","sometimes","rarely","everyday","regularly","never","regularly","sometimes","rarely","sometimes","regularly",3,1,"hundreds","hundreds","tens+",20,"low:phys/sale/serv/assoc_pro","low",1,13,10,3.5,2,3.33333333333333,3,4.49017700697305,2.7338750675019,5.75555856510992,4.49266886997127,2.24736166331415,4.08962322311798,3.72333592060479,4.12857354101345,4.03182078052899,4.9873009678007,3.30044464180319,4.74104290238742,4.19075564322246,4.91386632662795,2.91915304216004,4.29309214055413,3.96123513156949,3.98855464879327,5.06940431885301,4.23650830902443,4.20413345035387,5.4425737157083,3.46799632026386,1.85907220516554,"Kulturalnie_wycofani",4.88339181618792,3.47968548170166,8.11882604791749,1.01485325598969,1.31534557001116,1.58322627406798,0,8,1.56831649327289,75,"None"
155,"single",22,"<=highschool+tech","STEM/med","fl_edu","no_job","<=med","<=med","<=med",1,4,"no_car","apartment","own","tv","no_tablet","rarely","rarely","often","everyday","rarely","rarely","sometimes","rarely","rarely","rarely","never",2,1,"tens","few","few",21,"no_job","low",2,2,8,3.75,3,3.16666666666667,2.5,5.8694331595818,4.50972940944398,4.47860956577172,5.06938478218202,3.49878080540682,4.67048302851679,4.27014154701159,4.22365681608191,3.38838505411559,3.12977060776925,4.10657561777977,4.47853792931317,4.33119166437582,4.00669393181821,3.67327017322971,3.19193338191507,4.84748357725779,4.53338030762047,5.93240552454121,3.00716924633982,4.8633899472574,1.92853509047545,1.9541503941114,4.32621798502833,"Studenci",5.34538752575301,3.99726256357448,NA,NA,NA,NA,NA,0,NA,0,"None"
156,"single",10,"MA+","STEM/med","no_fl_edu","job","<=med","high","<=med",4,4,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","sometimes","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly",4,4,"hundreds","few","zero",28,"high:mng/pro/self","mid/high",3,12,10,4,3.5,3.5,2.33333333333333,1.44973305486509,5.23173077294856,5.05977653045659,4.409190416302,3.53567357074545,4.46756315063171,5.04597318835619,3.57637655596111,4.74345361368962,4.36775679877625,3.89031912911932,3.20054226529065,4.78622643602707,5.9138776232713,4.29097702971366,4.52154239092535,4.28493633645269,5.51326019196432,3.63100392000713,5.20933329606936,5.390446195596,4.69724361101611,6.50964696470049,3.42708970604513,"Wolne_Zawody",3.36790953378135,4.35452406231213,5.63201382277264,1.40800345569316,1.39770975402956,1.58496250072116,1.25162916738782,4,1.49698943313225,56,"None"
157,"single",22,"BA","human/lang","fl_edu","no_job","<=med","high","high",2,3,"1car+","apartment","rent","tv","no_tablet","often","often","often","everyday","regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly",5,5,"thousands","tens","few",20,"no_job","mid/high",7,9,10,4.5,3.5,4.16666666666667,1.66666666666667,4.40533006654427,4.33024906738688,6.00145432107826,2.31766944682953,5.41582642922288,5.16122481318787,2.19901635574425,6.1116786755749,6.76059946868165,4.55215366435166,4.01503408194845,5.27997320215421,4.83063044443288,6.36041708137187,5.53320984196596,1.86423846997443,3.15318503252915,4.63634247907866,4.09494579221269,5.55472623766483,2.79688499446928,5.27483386165056,3.04487082149193,4.51342101317961,"Wolne_Zawody",3.21440131276287,3.34419394066142,5.47884906256032,0.547884906256032,0.871852644975931,1.42975380566706,0,10,1.42815676130795,64,"None"
158,"single",1,"<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","don't_know",1,4,"1car+","apartment","rent","no_tv","no_tablet","sometimes","sometimes","sometimes","everyday","regularly","rarely","sometimes","rarely","sometimes","sometimes","never",2,2,"tens","tens","few",19,"no_job","low",4,9,3,1.25,1,2.16666666666667,3,5.3465366031075,4.52898390049144,4.94301495529275,4.34374021836718,4.53376923190492,5.29417421016655,5.14996460250371,4.06740844686245,4.13335842595643,4.08727428093918,2.9263798897931,5.52989635564516,4.20735293738854,3.3759054729284,4.62704265343791,1.67724644094556,4.64533737354583,4.83575491476644,2.08834803945747,4.06596334383705,4.37715054026023,3.06988727684423,2.32370210221479,3.85422181937905,"Studenci",4.37697501289315,4.63797607004367,1.52192809488736,1.52192809488736,1.52192809488736,1.52192809488736,1.52192809488736,1,1.52192809488736,4,"None"
